Timestamp,Language,P1Q1,P1Q2,P1Q3,P1 Overall,P2Q1,P2Q2,P2Q3,P2 Overall,P3Q1,P3Q2,P3Q3,P3 Overall,P4Q1,P4Q2,P4Q3,P4 Overall,Overall,Comment
2020-03-23 17:57:29,English,2.5,2.5,5.0,3.3333333333333335,2.5,2.5,3.75,2.9166666666666665,5.0,3.75,5.0,4.583333333333333,5.0,5.0,5.0,5.0,8,
2020-03-27 09:52:05,Thai,2.5,3.75,3.75,3.3333333333333335,2.5,0.0,1.25,1.25,3.75,2.5,2.5,2.9166666666666665,3.75,0.0,1.25,1.6666666666666667,6,ควรมีระบบเลือกวิชาได้แบบเป็น tab แทนที่ต้องกลับไปหน้าเลือกวิชาตลอดเวลา
2020-03-27 10:38:26,English,3.75,5.0,3.75,4.166666666666667,2.5,2.5,2.5,2.5,3.75,3.75,2.5,3.3333333333333335,3.75,2.5,2.5,2.9166666666666665,8,
2020-03-27 10:42:39,Thai,1.25,1.25,2.5,1.6666666666666667,3.75,2.5,2.5,2.9166666666666665,3.75,3.75,2.5,3.3333333333333335,2.5,2.5,2.5,2.5,6,
2020-03-27 10:45:40,Thai,2.5,3.75,5.0,3.75,5.0,3.75,2.5,3.75,5.0,3.75,2.5,3.75,5.0,1.25,3.75,3.3333333333333335,7,ตรงหน้าแรกสุดที่จะมีหน้าต่างฟ้าๆเตือนว่ามีงานอะไรต้องส่งในอีก7วัน ถ้างานไหนส่งแล้วอยากให้หยุดเตือนก็จะดีเพราะถึงจะส่งหมดแล้วทุกครั้งที่เข้าmycoursevilleก็จะระแวงแล้วต้องไล่ดูว่ามีอะไรต้องส่งเพิ่มไหมทุกครั้ง
2020-03-27 10:46:20,Thai,2.5,2.5,3.75,2.9166666666666665,5.0,3.75,5.0,4.583333333333333,5.0,3.75,5.0,4.583333333333333,5.0,1.25,3.75,3.3333333333333335,8,
2020-03-27 10:46:46,Thai,3.75,5.0,1.25,3.3333333333333335,5.0,5.0,1.25,3.75,5.0,5.0,0.0,3.3333333333333335,5.0,5.0,0.0,3.3333333333333335,10,
2020-03-27 11:00:15,Thai,3.75,5.0,5.0,4.583333333333333,2.5,1.25,3.75,2.5,5.0,5.0,3.75,4.583333333333333,3.75,3.75,3.75,3.75,7,
2020-03-27 11:00:28,English,1.25,1.25,3.75,2.0833333333333335,1.25,2.5,1.25,1.6666666666666667,2.5,2.5,1.25,2.0833333333333335,2.5,1.25,3.75,2.5,5,
2020-03-27 11:02:13,English,2.5,2.5,3.75,2.9166666666666665,3.75,3.75,3.75,3.75,5.0,2.5,3.75,3.75,3.75,3.75,2.5,3.3333333333333335,8,
2020-03-27 11:03:06,Thai,3.75,5.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,
2020-03-27 11:07:26,Thai,2.5,2.5,3.75,2.9166666666666665,3.75,2.5,2.5,2.9166666666666665,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,7,"1) อยากให้มีการจัดการแสดงหน้า assignment ได้ด้วยตัวเองหน่อย เช่น การสลับลำดับงานบน-ล่าง , มีแสดงความแตกต่างระหว่างงานที่ส่งแล้วแต่ยังไม่หมดเวลากับงานทียังไม่ได้ส่ง. 2) อยากให้ระบบในการทำ discussion หรือพวกกระทู้คำถามในแต่ละวิชาที่ทำได้สะดวกเพื่อจะได้ตั้งคำถามหาและหาคำตอบได้เป็นวงกว้าง หรือบางทีอาจจะไม่ใช่สำหรับแต่ละวิชาก็ได้ ทำให้เหมือน Pantip ก็อาจจะดีมากมาย. 3) หากมีการ Update แล้วมี Notification แจ้งมาด้วยจะมีมาก ๆ จะได้ไม่ตกข่าว. 4) ถ้า myCouseville มาเป็นแอพก็อาจจะดีกว่าก็ได้"
2020-03-27 11:07:45,English,3.75,2.5,3.75,3.3333333333333335,3.75,2.5,2.5,2.9166666666666665,5.0,3.75,5.0,4.583333333333333,5.0,3.75,5.0,4.583333333333333,8,
2020-03-27 11:08:50,Thai,2.5,2.5,3.75,2.9166666666666665,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,8,
2020-03-27 11:09:35,Thai,3.75,5.0,5.0,4.583333333333333,2.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0,5.0,5.0,2.5,4.166666666666667,8,ไม่ชอบที่ กดออก 1Step ไม่ได้ เช่น เข้าไปโหลดไฟล์ แล้วออกมาใหม่ (กดโฟลเดอร์ใหม่ด้วย)
2020-03-27 11:10:36,Thai,2.5,3.75,2.5,2.9166666666666665,3.75,3.75,2.5,3.3333333333333335,3.75,3.75,2.5,3.3333333333333335,3.75,2.5,2.5,2.9166666666666665,8,อยากให้มีแอพ และมีการแจ้งเตือน
2020-03-27 11:12:09,English,2.5,3.75,3.75,3.3333333333333335,2.5,2.5,1.25,2.0833333333333335,1.25,2.5,3.75,2.5,1.25,3.75,1.25,2.0833333333333335,7,
2020-03-27 11:15:40,Thai,3.75,5.0,3.75,4.166666666666667,5.0,3.75,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,
2020-03-27 11:16:24,Thai,2.5,5.0,5.0,4.166666666666667,3.75,3.75,5.0,4.166666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,-
2020-03-27 11:15:43,Thai,3.75,5.0,3.75,4.166666666666667,3.75,5.0,3.75,4.166666666666667,3.75,5.0,3.75,4.166666666666667,2.5,3.75,2.5,2.9166666666666665,7,
2020-03-27 11:17:05,English,2.5,3.75,3.75,3.3333333333333335,3.75,3.75,2.5,3.3333333333333335,3.75,1.25,2.5,2.5,3.75,1.25,1.25,2.0833333333333335,4,
2020-03-27 11:17:59,Thai,3.75,5.0,3.75,4.166666666666667,5.0,5.0,3.75,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,
2020-03-27 11:19:23,Thai,2.5,3.75,3.75,3.3333333333333335,3.75,3.75,3.75,3.75,3.75,2.5,3.75,3.3333333333333335,3.75,3.75,3.75,3.75,8,
2020-03-27 11:22:26,Thai,2.5,3.75,2.5,2.9166666666666665,1.25,1.25,2.5,1.6666666666666667,1.25,2.5,2.5,2.0833333333333335,5.0,2.5,2.5,3.3333333333333335,4,
2020-03-27 11:25:23,Thai,2.5,3.75,3.75,3.3333333333333335,2.5,3.75,2.5,2.9166666666666665,3.75,3.75,3.75,3.75,3.75,3.75,2.5,3.3333333333333335,8,
2020-03-27 11:30:06,English,1.25,2.5,2.5,2.0833333333333335,2.5,1.25,3.75,2.5,2.5,1.25,2.5,2.0833333333333335,1.25,1.25,2.5,1.6666666666666667,5,Downloading files with time as file extensions make files more difficult to be identified since the time is difficult to read
2020-03-27 11:30:18,Thai,2.5,3.75,3.75,3.3333333333333335,3.75,3.75,3.75,3.75,3.75,2.5,2.5,2.9166666666666665,3.75,3.75,3.75,3.75,9,
2020-03-27 11:30:41,Thai,2.5,3.75,2.5,2.9166666666666665,2.5,2.5,3.75,2.9166666666666665,5.0,3.75,3.75,4.166666666666667,5.0,5.0,3.75,4.583333333333333,8,
2020-03-27 11:34:32,English,2.5,3.75,2.5,2.9166666666666665,3.75,3.75,3.75,3.75,5.0,3.75,3.75,4.166666666666667,3.75,2.5,3.75,3.3333333333333335,8,
2020-03-27 11:37:23,Thai,2.5,3.75,3.75,3.3333333333333335,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.0,5.0,5.0,5.0,9,
2020-03-27 11:37:38,Thai,2.5,0.0,2.5,1.6666666666666667,2.5,2.5,1.25,2.0833333333333335,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,1,
2020-03-27 11:40:05,Thai,2.5,3.75,3.75,3.3333333333333335,5.0,5.0,5.0,5.0,5.0,5.0,3.75,4.583333333333333,5.0,5.0,5.0,5.0,9,
2020-03-27 11:44:40,Thai,3.75,5.0,5.0,4.583333333333333,1.25,0.0,2.5,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,7,"- หน้าลงทะเบียนรายวิชา ตั้ง ปี กับ เทอม default ให้ถูกด้วย ปีนี้ไม่ใช่ 2021/2, ใช้ realtime database ใน assignment ข้อมูลจะได้ไม่หาย, show assignment ในหน้าแรกตอนเปิดเข้ามา ที่ยังไม่ส่ง กี่ปีก็ได้ ตอนนี้แค่ 7 วัน"
2020-03-27 11:45:59,Thai,2.5,3.75,2.5,2.9166666666666665,3.75,3.75,2.5,3.3333333333333335,5.0,3.75,3.75,4.166666666666667,3.75,2.5,2.5,2.9166666666666665,8,อยากให้มีapplicationเพราะเวลามีAssignmentเข้ามาใหม่จะได้มีการแจ้งเตือนในโทรศัพท์ได้
2020-03-27 11:48:33,English,1.25,2.5,2.5,2.0833333333333335,3.75,3.75,3.75,3.75,5.0,5.0,3.75,4.583333333333333,3.75,3.75,3.75,3.75,8,
2020-03-27 11:56:04,Thai,3.75,1.25,5.0,3.3333333333333335,5.0,0.0,5.0,3.3333333333333335,5.0,0.0,5.0,3.3333333333333335,5.0,0.0,5.0,3.3333333333333335,10,
2020-03-27 11:57:24,Thai,2.5,3.75,5.0,3.75,5.0,5.0,3.75,4.583333333333333,2.5,2.5,2.5,2.5,3.75,1.25,3.75,2.9166666666666665,8,- กด Refresh ไม่ควรทำให้หลุดออกจากหน้าที่ใช้งานอยู่ - Error Dialog ไม่มีคำอธิบาย - File ส่งผิดควรลบได้ - ไม่ควรใช้ Leave Warning พร่ำเพรื่อ - ดีตรงใช้ง่ายกว่า Blackboard
2020-03-27 11:59:16,English,2.5,1.25,2.5,2.0833333333333335,2.5,3.75,3.75,3.3333333333333335,2.5,2.5,2.5,2.5,1.25,1.25,2.5,1.6666666666666667,8,"my internet is not quite good for watching video on courseville some professor post their recording on mcv so can you improve on video streaming in mcv, i press on 240p and it just loading, the worse quality is 360p that can run, maybe it is just me but this is just a suggestion "
2020-03-27 12:10:42,Thai,0.0,0.0,0.0,0.0,1.25,1.25,2.5,1.6666666666666667,2.5,0.0,2.5,1.6666666666666667,1.25,1.25,0.0,0.8333333333333334,2,
2020-03-27 12:10:52,Thai,1.25,1.25,3.75,2.0833333333333335,1.25,2.5,2.5,2.0833333333333335,3.75,2.5,3.75,3.3333333333333335,2.5,2.5,2.5,2.5,5,
2020-03-27 12:18:25,Thai,2.5,1.25,3.75,2.5,3.75,1.25,2.5,2.5,1.25,1.25,5.0,2.5,2.5,0.0,1.25,1.25,10," อยากให้แก้ไฟล์ที่ส่งไปแล้วได้ หรือลบไฟล์ที่เคยส่งไปแล้วออกไป, อยากให้สามารถกด “ย้อนกลับ” ของหน้าเว็บได้ เพื่อกกลับไปยังหน้าก่อนหน้านี้, "
2020-03-27 12:22:37,English,3.75,5.0,3.75,4.166666666666667,5.0,5.0,3.75,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,3.75,4.583333333333333,8,
2020-03-27 12:35:20,Thai,2.5,3.75,3.75,3.3333333333333335,1.25,1.25,3.75,2.0833333333333335,5.0,5.0,3.75,4.583333333333333,5.0,0.0,3.75,2.9166666666666665,8,
2020-03-27 12:41:28,English,3.75,5.0,3.75,4.166666666666667,3.75,5.0,3.75,4.166666666666667,5.0,5.0,3.75,4.583333333333333,3.75,3.75,3.75,3.75,9,"Some assignment that are assign by aj were hard to understand since aj provide very little information. Also the 20mb limit for the submission is a little bit too little. But overall, mcv is the best platform for me to use compare to moodle or blackboard"
2020-03-27 12:44:24,Thai,2.5,2.5,3.75,2.9166666666666665,1.25,0.0,2.5,1.25,5.0,0.0,5.0,3.3333333333333335,3.75,2.5,3.75,3.3333333333333335,8,
2020-03-27 12:59:55,English,1.25,1.25,5.0,2.5,1.25,0.0,5.0,2.0833333333333335,0.0,1.25,5.0,2.0833333333333335,5.0,0.0,5.0,3.3333333333333335,7,
2020-03-27 13:03:25,Thai,1.25,1.25,2.5,1.6666666666666667,2.5,1.25,2.5,2.0833333333333335,2.5,2.5,3.75,2.9166666666666665,1.25,0.0,3.75,1.6666666666666667,5,
2020-03-27 13:16:46,Thai,2.5,2.5,3.75,2.9166666666666665,5.0,3.75,3.75,4.166666666666667,3.75,1.25,3.75,2.9166666666666665,2.5,1.25,3.75,2.5,8,
2020-03-27 13:32:34,Thai,3.75,5.0,5.0,4.583333333333333,3.75,5.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,
2020-03-27 13:42:32,English,1.25,1.25,1.25,1.25,2.5,1.25,1.25,1.6666666666666667,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.8333333333333334,3,-
2020-03-27 14:21:15,Thai,3.75,3.75,5.0,4.166666666666667,5.0,5.0,5.0,5.0,5.0,3.75,5.0,4.583333333333333,5.0,2.5,5.0,4.166666666666667,10,-อยากให้ลบไฟล์เก่าถ้าส่งผิดได้ -อยากให้มีแจ้งเตือนเวลาอาจารย์ลงประกาศต่างๆ
2020-03-27 14:30:03,Thai,1.25,0.0,3.75,1.6666666666666667,2.5,0.0,3.75,2.0833333333333335,2.5,1.25,2.5,2.0833333333333335,3.75,0.0,3.75,2.5,6,User Interface โดยรวมรู้สึกว่ายัง deliver bad User Experience อยู่กับการที่ต้องให้ user ไปขุดคุ้ยหาหลายๆสิ่งหลายๆอย่างเอง ควร centralize ทุกอย่างที่จำเป็นกับสถานการณ์ปัจจุบันของวิชานั้นๆไว้ที่หน้าโฮมและจัดเรียง User dashboard ให้เป็นระบบกว่านี้ + ควรมี notification features เสริมเข้ามาด้วย
2020-03-27 14:41:56,English,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.75,1.25,1.25,2.0833333333333335,4,
2020-03-27 14:51:02,English,2.5,3.75,5.0,3.75,3.75,3.75,3.75,3.75,5.0,5.0,3.75,4.583333333333333,2.5,2.5,3.75,2.9166666666666665,8,It would be great if the file uploading system allows you to upload multiple file before summiting. Right now we would have to do it one by one
2020-03-27 15:01:09,Thai,1.25,2.5,1.25,1.6666666666666667,3.75,0.0,2.5,2.0833333333333335,3.75,2.5,3.75,3.3333333333333335,0.0,0.0,0.0,0.0,7,ระบบส่งงานควรออกแบบให้สามารถอัพโหลดไฟล์ได้มากกว่า 1 ไฟล์ ก่อนกด submit
2020-03-27 15:07:29,Thai,2.5,3.75,3.75,3.3333333333333335,2.5,2.5,3.75,2.9166666666666665,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,8,
2020-03-27 15:11:40,Thai,3.75,5.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,บางเอกสารที่เปิดจาก courseville บังคับให้ download แต่บางครั้งแค่อยากเปิดไฟล์ดูเฉยๆ (ใน ipad)
2020-03-27 16:41:49,Thai,3.75,5.0,5.0,4.583333333333333,5.0,2.5,5.0,4.166666666666667,5.0,3.75,5.0,4.583333333333333,5.0,2.5,3.75,3.75,6,
2020-03-27 16:46:29,Thai,3.75,2.5,3.75,3.3333333333333335,5.0,3.75,3.75,4.166666666666667,3.75,2.5,3.75,3.3333333333333335,2.5,1.25,2.5,2.0833333333333335,7,
2020-03-27 17:15:01,Thai,2.5,3.75,3.75,3.3333333333333335,5.0,3.75,3.75,4.166666666666667,2.5,1.25,3.75,2.5,2.5,2.5,1.25,2.0833333333333335,7,น่าจะส่งได้ทีละหลายไฟล์ครับ ไม่ชอบที่ refresh แล้วกลับไปหน้าแรกที่สุดแล้วครับ 5555
2020-03-27 18:10:42,English,3.75,5.0,3.75,4.166666666666667,3.75,5.0,3.75,4.166666666666667,5.0,5.0,3.75,4.583333333333333,5.0,5.0,5.0,5.0,9,
2020-03-27 21:03:15,Thai,1.25,2.5,3.75,2.5,3.75,3.75,3.75,3.75,5.0,3.75,3.75,4.166666666666667,2.5,0.0,2.5,1.6666666666666667,8,
2020-03-28 00:26:38,Thai,1.25,1.25,2.5,1.6666666666666667,1.25,1.25,2.5,1.6666666666666667,2.5,3.75,3.75,3.3333333333333335,1.25,2.5,1.25,1.6666666666666667,7,
2020-03-28 18:50:53,Thai,2.5,2.5,5.0,3.3333333333333335,3.75,3.75,5.0,4.166666666666667,3.75,1.25,5.0,3.3333333333333335,3.75,0.0,2.5,2.0833333333333335,8,ส่งไฟล์ผิดไม่สามารถลบได้
